Date,Account_ID,Customer_Segment,Industry,Subscription_Status,Monthly_Recurring_Revenue,Expansion_Revenue,Support_Tickets_Last_30d,Feature_Adoption_Score
2024-05-25,ACC00015,SMB,Tech,Active,531.43,53.08,9,84.8
2024-05-25,ACC00016,SMB,Healthcare,Active,544.26,10.44,0,90.1
2024-05-25,ACC00017,SMB,Retail,Paused,1545.45,0.0,1,72.1
2024-05-25,ACC00018,Enterprise,Retail,Active,12670.39,2524.31,9,65.6
2024-05-25,ACC00019,Mid-Market,Healthcare,Active,4157.6,1080.71,9,63.1
2024-05-25,ACC00020,SMB,Tech,Paused,2464.92,0.0,5,72.7
2024-05-25,ACC00021,Enterprise,Tech,Active,15832.1,181.17,2,82.0
2024-05-25,ACC00022,SMB,Healthcare,Active,2882.8,262.25,5,61.4
2024-05-25,ACC00023,Enterprise,Healthcare,Active,24752.79,709.05,7,73.6
2024-05-25,ACC00024,SMB,Retail,Churned,1702.77,0.0,4,54.1
2024-05-25,ACC00025,Mid-Market,Retail,Active,7780.96,1198.54,6,78.8
2024-05-25,ACC00026,Enterprise,Retail,Active,20028.06,1267.49,3,90.7
2024-05-25,ACC00027,Mid-Market,Retail,Active,6324.91,236.9,0,80.4
2024-05-25,ACC00028,SMB,Healthcare,Active,1529.66,344.91,2,74.8
2024-05-25,ACC00029,SMB,Tech,Active,2187.29,541.32,2,77.2
2024-05-25,ACC00030,Mid-Market,Retail,Active,3964.55,478.62,1,95.0
2024-05-25,ACC00031,Mid-Market,Tech,Active,5897.43,583.35,9,83.6
2024-05-25,ACC00032,Enterprise,Retail,Churned,24380.6,0.0,2,58.8
2024-05-25,ACC00033,SMB,Finance,Active,2407.2,170.0,4,60.8
2024-05-25,ACC00034,Enterprise,Tech,Active,14704.33,2318.83,9,94.5
2024-05-25,ACC00035,Mid-Market,Finance,Active,8494.85,1183.72,5,78.3
2024-05-25,ACC00036,SMB,Retail,Active,1777.75,460.22,2,64.4
2024-05-25,ACC00037,SMB,Retail,Active,1624.83,464.02,6,61.8
2024-05-25,ACC00038,SMB,Tech,Active,2476.64,650.08,0,81.5
2024-05-25,ACC00039,Enterprise,Retail,Active,14889.24,314.57,8,68.4
2024-05-25,ACC00040,Mid-Market,Tech,Active,7405.27,467.81,6,61.8
2024-05-25,ACC00041,Mid-Market,Healthcare,Active,9210.11,1124.95,0,85.3
2024-05-25,ACC00042,SMB,Finance,Active,1598.42,364.02,7,86.5
2024-05-25,ACC00043,SMB,Finance,Active,685.51,28.17,3,63.8
2024-05-25,ACC00044,Enterprise,Finance,Active,17403.98,5078.19,7,78.5
2024-05-25,ACC00045,Enterprise,Tech,Active,10111.86,2453.52,2,90.0
2024-05-25,ACC00046,Mid-Market,Retail,Active,7246.52,881.65,9,70.3
2024-05-25,ACC00047,SMB,Healthcare,Churned,1128.86,0.0,2,51.4
2024-05-25,ACC00048,SMB,Finance,Active,915.31,210.25,1,71.5
2024-05-25,ACC00049,SMB,Tech,Active,1186.96,215.08,9,78.2
2024-05-25,ACC00050,SMB,Retail,Active,1176.21,79.24,1,71.1
2024-05-26,ACC00001,Enterprise,Healthcare,Active,16235.39,2020.35,7,80.2
2024-05-26,ACC00002,SMB,Retail,Active,833.84,107.62,6,72.8
2024-05-26,ACC00003,Enterprise,Retail,Active,19077.69,852.49,1,83.5
2024-05-26,ACC00004,SMB,Healthcare,Active,2771.09,795.32,2,70.4
2024-05-26,ACC00005,SMB,Tech,Active,1367.33,328.28,7,80.0
2024-05-26,ACC00006,SMB,Healthcare,Churned,2156.01,0.0,7,34.4
2024-05-26,ACC00007,SMB,Finance,Active,2082.42,317.0,5,83.1
2024-05-26,ACC00008,Enterprise,Healthcare,Active,18490.89,4544.19,9,68.2
2024-05-26,ACC00009,SMB,Retail,Churned,1504.68,0.0,7,31.9
2024-05-26,ACC00010,Mid-Market,Finance,Paused,7887.48,0.0,7,86.6
2024-05-26,ACC00011,Mid-Market,Retail,Active,3378.09,186.59,2,62.6
2024-05-26,ACC00012,Mid-Market,Retail,Active,7965.76,1145.15,6,73.3
2024-05-26,ACC00013,Enterprise,Tech,Active,20795.83,1968.22,9,62.2
2024-05-26,ACC00014,Mid-Market,Finance,Active,6528.15,892.27,4,62.3
2024-05-26,ACC00015,SMB,Retail,Active,2696.72,483.6,5,75.0
2024-05-26,ACC00016,Mid-Market,Healthcare,Active,6697.36,749.36,4,74.0
2024-05-26,ACC00017,SMB,Retail,Active,732.4,204.87,7,78.1
2024-05-26,ACC00018,Mid-Market,Healthcare,Active,3419.16,19.25,5,92.7
2024-05-26,ACC00019,Mid-Market,Tech,Active,4071.63,1075.38,5,73.0
2024-05-26,ACC00020,SMB,Tech,Active,1946.41,14.99,1,99.0
2024-05-26,ACC00021,Mid-Market,Finance,Active,8553.65,2564.1,2,63.5
2024-05-26,ACC00022,Mid-Market,Tech,Active,8352.19,1888.11,1,87.0
2024-05-26,ACC00023,SMB,Healthcare,Active,1527.0,359.02,7,70.1
2024-05-26,ACC00024,SMB,Retail,Active,1821.08,495.62,3,80.7
2024-05-26,ACC00025,Mid-Market,Healthcare,Active,7540.71,1318.35,6,82.7
2024-05-26,ACC00026,Enterprise,Tech,Active,18020.14,4791.66,9,99.9
2024-05-26,ACC00027,SMB,Tech,Churned,2264.09,0.0,4,52.2
2024-05-26,ACC00028,Mid-Market,Finance,Active,6362.8,1589.07,7,88.5
2024-05-26,ACC00029,SMB,Healthcare,Churned,753.99,0.0,0,28.3
2024-05-26,ACC00030,Enterprise,Healthcare,Active,20684.46,577.35,8,92.1
2024-05-26,ACC00031,SMB,Retail,Active,1598.0,132.94,5,89.0
2024-05-26,ACC00032,Enterprise,Healthcare,Active,22425.75,1262.84,8,87.4
2024-05-26,ACC00033,Mid-Market,Tech,Paused,5555.44,0.0,4,86.8
2024-05-26,ACC00034,SMB,Retail,Active,1577.58,90.74,6,68.7
2024-05-26,ACC00035,Enterprise,Retail,Active,11192.01,168.62,1,67.9
2024-05-26,ACC00036,Mid-Market,Healthcare,Active,5319.84,605.05,6,87.4
2024-05-26,ACC00037,Enterprise,Retail,Active,17400.34,4197.5,7,99.7
2024-05-26,ACC00038,Mid-Market,Finance,Active,7156.47,1830.72,0,78.1
2024-05-26,ACC00039,Mid-Market,Finance,Active,6452.98,1557.96,5,82.8
2024-05-26,ACC00040,Enterprise,Finance,Churned,24382.59,0.0,7,53.5
2024-05-26,ACC00041,SMB,Retail,Active,1880.04,44.64,1,90.5
2024-05-26,ACC00042,Mid-Market,Healthcare,Active,8638.53,2139.12,4,72.0
2024-05-26,ACC00043,SMB,Tech,Active,2361.95,213.3,7,95.7
2024-05-26,ACC00044,SMB,Retail,Active,510.77,55.94,7,88.5
2024-05-26,ACC00045,Mid-Market,Healthcare,Active,4599.33,705.4,2,69.1
2024-05-26,ACC00046,SMB,Healthcare,Active,2059.21,367.63,3,96.3
2024-05-26,ACC00047,Enterprise,Retail,Active,20141.1,1285.34,8,72.1
2024-05-26,ACC00048,SMB,Tech,Active,2599.95,759.79,1,79.2
2024-05-26,ACC00049,Mid-Market,Tech,Active,3853.72,1049.24,4,84.1
2024-05-26,ACC00050,Enterprise,Healthcare,Active,11504.66,2091.13,7,89.4
2024-05-27,ACC00001,SMB,Finance,Active,1857.03,88.76,6,92.0
2024-05-27,ACC00002,Mid-Market,Finance,Active,7463.7,1323.84,4,93.5
2024-05-27,ACC00003,SMB,Tech,Active,2611.85,764.76,7,87.8
2024-05-27,ACC00004,Mid-Market,Tech,Active,4223.22,455.32,2,97.2
2024-05-27,ACC00005,SMB,Healthcare,Active,1028.52,41.82,5,71.6
2024-05-27,ACC00006,Enterprise,Healthcare,Active,18684.17,1352.83,2,99.7
2024-05-27,ACC00007,Enterprise,Finance,Active,16078.91,3623.9,3,99.5
2024-05-27,ACC00008,SMB,Retail,Active,2909.03,24.76,0,95.4
2024-05-27,ACC00009,Mid-Market,Tech,Active,8784.48,2491.41,3,63.1
2024-05-27,ACC00010,SMB,Finance,Active,2511.39,323.03,1,96.3
2024-05-27,ACC00011,Mid-Market,Retail,Active,4536.98,51.03,7,76.3
2024-05-27,ACC00012,Mid-Market,Retail,Active,7676.72,2086.53,1,78.7
2024-05-27,ACC00013,SMB,Tech,Active,1588.65,400.21,6,84.5
2024-05-27,ACC00014,SMB,Tech,Active,2902.59,221.98,8,92.4
2024-05-27,ACC00015,SMB,Tech,Active,2716.15,306.05,5,80.7
2024-05-27,ACC00016,SMB,Retail,Active,1090.53,8.49,9,95.5
2024-05-27,ACC00017,Enterprise,Healthcare,Active,24309.93,3330.08,2,63.0
2024-05-27,ACC00018,Mid-Market,Finance,Active,6425.56,1868.1,5,72.7
2024-05-27,ACC00019,Mid-Market,Tech,Active,6628.53,1330.59,7,92.0
2024-05-27,ACC00020,SMB,Retail,Active,1964.74,171.53,1,72.8
2024-05-27,ACC00021,Mid-Market,Finance,Active,8560.67,2446.54,1,96.1
2024-05-27,ACC00022,Mid-Market,Healthcare,Active,3406.5,10.47,6,86.4
2024-05-27,ACC00023,SMB,Retail,Active,2631.04,354.73,0,95.2
2024-05-27,ACC00024,Enterprise,Retail,Active,16752.53,2380.14,2,89.3
2024-05-27,ACC00025,SMB,Finance,Active,797.9,146.8,2,97.0
2024-05-27,ACC00026,Mid-Market,Tech,Active,3285.26,71.16,8,89.1
2024-05-27,ACC00027,Mid-Market,Finance,Active,7556.22,26.45,0,85.8
2024-05-27,ACC00028,SMB,Finance,Active,1911.73,422.27,7,95.9
2024-05-27,ACC00029,SMB,Tech,Active,1937.44,313.65,8,75.4
2024-05-27,ACC00030,SMB,Tech,Active,2663.52,567.96,6,76.9
2024-05-27,ACC00031,SMB,Healthcare,Active,1517.28,31.47,6,63.3
2024-05-27,ACC00032,Mid-Market,Tech,Paused,6018.54,0.0,8,81.9
2024-05-27,ACC00033,SMB,Retail,Active,2479.1,149.24,9,73.0
2024-05-27,ACC00034,SMB,Tech,Active,2103.08,79.71,5,65.5
2024-05-27,ACC00035,SMB,Finance,Active,723.41,75.33,1,75.8
2024-05-27,ACC00036,SMB,Healthcare,Active,893.1,163.45,3,86.5
2024-05-27,ACC00037,SMB,Finance,Active,1315.97,155.95,5,74.5
2024-05-27,ACC00038,Enterprise,Tech,Active,10530.26,1693.9,7,93.8
2024-05-27,ACC00039,SMB,Retail,Churned,1503.7,0.0,6,26.8
2024-05-27,ACC00040,SMB,Finance,Active,1421.93,272.76,3,85.9
2024-05-27,ACC00041,Mid-Market,Healthcare,Active,6603.41,1947.55,3,74.8
2024-05-27,ACC00042,SMB,Retail,Active,939.78,189.66,5,79.8
2024-05-27,ACC00043,Mid-Market,Retail,Active,4746.55,855.46,1,70.3
2024-05-27,ACC00044,Mid-Market,Healthcare,Active,7291.98,1316.18,6,72.6
2024-05-27,ACC00045,SMB,Finance,Churned,1259.58,0.0,2,38.3
2024-05-27,ACC00046,SMB,Finance,Active,521.52,67.74,8,77.5
2024-05-27,ACC00047,Enterprise,Finance,Active,16175.41,2677.41,6,99.4
2024-05-27,ACC00048,Mid-Market,Retail,Active,8338.78,885.89,2,91.1
2024-05-27,ACC00049,SMB,Healthcare,Active,936.3,102.85,9,63.6
2024-05-27,ACC00050,SMB,Tech,Active,675.43,43.4,8,86.0
2024-05-28,ACC00001,Enterprise,Retail,Active,10984.87,95.05,3,77.0
2024-05-28,ACC00002,SMB,Healthcare,Active,2525.95,411.06,8,94.4
2024-05-28,ACC00003,SMB,Healthcare,Active,2665.72,413.05,8,70.2
2024-05-28,ACC00004,Mid-Market,Finance,Active,4668.88,462.79,3,71.9
2024-05-28,ACC00005,Mid-Market,Healthcare,Active,8149.75,1785.91,7,99.1
2024-05-28,ACC00006,Mid-Market,Healthcare,Active,8142.38,2053.06,5,92.6
2024-05-28,ACC00007,Enterprise,Finance,Active,13961.7,1457.99,4,83.1
2024-05-28,ACC00008,Mid-Market,Retail,Active,5013.55,1043.07,0,80.8
2024-05-28,ACC00009,SMB,Finance,Active,1333.06,182.08,0,63.3
2024-05-28,ACC00010,SMB,Finance,Active,2327.67,417.19,3,82.1
2024-05-28,ACC00011,Mid-Market,Tech,Active,6610.82,1954.49,4,61.5
2024-05-28,ACC00012,SMB,Tech,Active,1629.89,72.34,4,60.7
2024-05-28,ACC00013,SMB,Healthcare,Churned,2852.45,0.0,7,60.0
2024-05-28,ACC00014,SMB,Healthcare,Paused,2303.06,0.0,7,61.3
2024-05-28,ACC00015,SMB,Finance,Active,2893.93,37.09,5,69.0
2024-05-28,ACC00016,SMB,Tech,Active,1695.88,142.25,5,93.5
2024-05-28,ACC00017,Enterprise,Finance,Active,24574.31,2590.94,8,93.6
2024-05-28,ACC00018,Enterprise,Retail,Active,11214.2,1684.76,8,67.3
2024-05-28,ACC00019,SMB,Healthcare,Active,2472.33,150.38,6,90.8
2024-05-28,ACC00020,SMB,Tech,Active,2002.24,550.3,7,60.3
2024-05-28,ACC00021,SMB,Retail,Active,1212.87,295.39,5,74.6
2024-05-28,ACC00022,SMB,Retail,Paused,1302.44,0.0,2,72.2
2024-05-28,ACC00023,Enterprise,Healthcare,Active,21481.46,1107.29,1,76.9
2024-05-28,ACC00024,SMB,Healthcare,Active,1773.59,261.28,0,74.1
2024-05-28,ACC00025,SMB,Finance,Paused,2575.35,0.0,8,91.2
2024-05-28,ACC00026,SMB,Finance,Active,806.44,90.69,8,87.2
2024-05-28,ACC00027,Mid-Market,Tech,Active,6750.59,1271.93,2,88.4
2024-05-28,ACC00028,Enterprise,Tech,Active,15395.04,4425.94,9,66.3
2024-05-28,ACC00029,Enterprise,Finance,Active,24485.89,1314.68,7,70.9
2024-05-28,ACC00030,SMB,Retail,Active,2359.8,390.72,0,75.6
2024-05-28,ACC00031,Mid-Market,Tech,Active,3518.1,683.54,3,76.2
2024-05-28,ACC00032,Mid-Market,Finance,Active,5567.57,159.84,0,82.8
2024-05-28,ACC00033,SMB,Retail,Active,862.07,132.31,8,87.2
2024-05-28,ACC00034,Enterprise,Healthcare,Churned,19674.55,0.0,9,56.2
2024-05-28,ACC00035,SMB,Tech,Active,2774.87,604.24,0,66.7
2024-05-28,ACC00036,Enterprise,Finance,Active,22966.41,1816.15,0,99.5
2024-05-28,ACC00037,Mid-Market,Tech,Churned,5702.8,0.0,2,32.1
2024-05-28,ACC00038,Mid-Market,Finance,Active,9793.49,1913.8,6,92.4
2024-05-28,ACC00039,Mid-Market,Healthcare,Active,3038.93,862.69,3,63.9
2024-05-28,ACC00040,SMB,Retail,Active,1109.86,67.86,1,98.9
2024-05-28,ACC00041,Mid-Market,Tech,Active,6959.37,808.96,9,80.2
2024-05-28,ACC00042,Enterprise,Tech,Active,22419.11,2977.5,2,75.0
2024-05-28,ACC00043,SMB,Healthcare,Active,2071.59,467.54,1,69.8
2024-05-28,ACC00044,Mid-Market,Healthcare,Active,4597.97,746.85,8,68.5
2024-05-28,ACC00045,Mid-Market,Healthcare,Active,4963.2,267.21,1,74.9
2024-05-28,ACC00046,SMB,Healthcare,Churned,2454.07,0.0,4,28.9
2024-05-28,ACC00047,SMB,Retail,Active,2118.15,68.26,8,80.8
2024-05-28,ACC00048,SMB,Tech,Active,2898.84,632.29,2,65.9
2024-05-28,ACC00049,SMB,Retail,Active,1071.47,288.72,8,73.6
2024-05-28,ACC00050,SMB,Tech,Active,1856.62,294.49,4,93.7
2024-05-29,ACC00001,SMB,Tech,Active,1464.68,98.33,3,72.3
2024-05-29,ACC00002,SMB,Retail,Active,802.77,154.28,2,99.3
2024-05-29,ACC00003,Mid-Market,Healthcare,Active,5597.17,1116.62,6,70.4
2024-05-29,ACC00004,Mid-Market,Tech,Churned,7956.84,0.0,9,49.4
2024-05-29,ACC00005,SMB,Finance,Active,1339.01,34.45,6,89.4
2024-05-29,ACC00006,SMB,Retail,Active,729.46,196.07,0,73.3
2024-05-29,ACC00007,SMB,Finance,Active,2345.9,324.79,8,91.7
2024-05-29,ACC00008,Enterprise,Retail,Active,24704.24,311.08,3,95.3
2024-05-29,ACC00009,Mid-Market,Tech,Active,5788.61,901.96,1,61.8
2024-05-29,ACC00010,SMB,Finance,Paused,1636.45,0.0,8,66.4
2024-05-29,ACC00011,SMB,Finance,Active,1615.95,87.62,9,88.5
2024-05-29,ACC00012,Mid-Market,Healthcare,Active,4201.28,1047.7,7,72.4
2024-05-29,ACC00013,SMB,Retail,Active,517.56,3.94,5,82.0
2024-05-29,ACC00014,SMB,Retail,Active,2510.12,449.07,7,61.6
2024-05-29,ACC00015,Enterprise,Tech,Active,11388.9,2516.57,7,66.0
2024-05-29,ACC00016,Mid-Market,Healthcare,Active,4596.24,1027.26,4,91.8
2024-05-29,ACC00017,Mid-Market,Retail,Active,7131.57,837.56,2,84.9
2024-05-29,ACC00018,Mid-Market,Tech,Active,4820.72,979.16,4,91.1
2024-05-29,ACC00019,Mid-Market,Finance,Active,3912.68,206.87,8,78.3
2024-05-29,ACC00020,SMB,Healthcare,Active,2150.72,351.33,1,61.0
2024-05-29,ACC00021,Mid-Market,Healthcare,Active,3637.66,493.75,2,66.8
2024-05-29,ACC00022,Enterprise,Healthcare,Active,19323.72,629.73,3,74.3
2024-05-29,ACC00023,Mid-Market,Retail,Active,7676.11,390.18,3,89.6
2024-05-29,ACC00024,Mid-Market,Retail,Active,6535.26,1557.45,5,73.9
2024-05-29,ACC00025,SMB,Retail,Active,1493.91,305.32,9,61.0
2024-05-29,ACC00026,Mid-Market,Tech,Paused,9294.2,0.0,6,76.9
2024-05-29,ACC00027,SMB,Finance,Active,2339.7,154.22,0,70.7
2024-05-29,ACC00028,Enterprise,Finance,Active,22533.35,6655.84,8,79.1
2024-05-29,ACC00029,SMB,Healthcare,Churned,2750.01,0.0,6,20.6
2024-05-29,ACC00030,SMB,Retail,Active,989.96,110.95,1,64.9
2024-05-29,ACC00031,SMB,Tech,Active,1399.38,49.5,3,96.2
2024-05-29,ACC00032,SMB,Healthcare,Active,752.01,65.49,2,81.9
2024-05-29,ACC00033,SMB,Retail,Active,2112.23,77.21,4,91.2
2024-05-29,ACC00034,Mid-Market,Finance,Churned,8027.86,0.0,8,53.8
2024-05-29,ACC00035,Mid-Market,Tech,Active,8753.31,2230.32,5,73.3
2024-05-29,ACC00036,Mid-Market,Finance,Active,4769.71,1027.8,8,82.4
2024-05-29,ACC00037,SMB,Tech,Active,1732.38,193.08,9,97.9
2024-05-29,ACC00038,Mid-Market,Retail,Active,9246.52,305.46,4,60.0
2024-05-29,ACC00039,Mid-Market,Healthcare,Active,3023.94,684.62,1,90.7
2024-05-29,ACC00040,SMB,Retail,Active,1584.5,441.58,9,67.8
2024-05-29,ACC00041,SMB,Finance,Active,1137.29,147.18,3,98.1
2024-05-29,ACC00042,Mid-Market,Healthcare,Active,8385.23,52.51,1,77.4
2024-05-29,ACC00043,SMB,Healthcare,Active,1412.74,161.15,7,98.0
2024-05-29,ACC00044,Mid-Market,Tech,Active,9523.41,705.77,6,72.1
2024-05-29,ACC00045,Mid-Market,Finance,Active,4244.6,1270.99,1,67.5
2024-05-29,ACC00046,Mid-Market,Tech,Active,5118.76,757.47,9,65.6
2024-05-29,ACC00047,Enterprise,Tech,Active,16196.18,1248.31,7,85.4
2024-05-29,ACC00048,SMB,Tech,Active,2614.71,195.45,2,85.5
2024-05-29,ACC00049,SMB,Healthcare,Active,985.2,101.64,9,98.5
2024-05-29,ACC00050,SMB,Retail,Active,592.39,59.6,1,79.1
2024-05-30,ACC00001,SMB,Tech,Active,2789.82,674.95,3,91.1
2024-05-30,ACC00002,Mid-Market,Tech,Active,6611.58,1973.67,4,80.2
2024-05-30,ACC00003,SMB,Healthcare,Active,2428.4,356.33,3,85.0
2024-05-30,ACC00004,Enterprise,Retail,Active,24412.1,1221.18,8,87.4
2024-05-30,ACC00005,Mid-Market,Retail,Active,8003.6,865.4,5,60.4
2024-05-30,ACC00006,Enterprise,Tech,Active,22715.09,1564.72,7,85.6
2024-05-30,ACC00007,SMB,Healthcare,Active,963.04,253.51,6,92.6
2024-05-30,ACC00008,SMB,Retail,Active,2798.31,611.87,1,87.0
2024-05-30,ACC00009,Mid-Market,Finance,Active,8498.3,1568.21,6,81.0
2024-05-30,ACC00010,Enterprise,Retail,Active,24794.93,5287.59,7,75.4
2024-05-30,ACC00011,SMB,Tech,Active,1262.19,64.76,5,81.8
2024-05-30,ACC00012,SMB,Retail,Active,602.75,106.54,2,72.3
2024-05-30,ACC00013,SMB,Healthcare,Paused,1963.71,0.0,4,98.5
2024-05-30,ACC00014,SMB,Retail,Active,1554.04,431.35,0,90.7
2024-05-30,ACC00015,Enterprise,Tech,Active,15882.86,4510.68,5,96.7
2024-05-30,ACC00016,Mid-Market,Tech,Active,5592.22,44.68,8,70.8
2024-05-30,ACC00017,SMB,Tech,Active,2537.97,151.99,9,98.1
2024-05-30,ACC00018,SMB,Tech,Active,822.97,87.87,9,65.2
2024-05-30,ACC00019,Mid-Market,Healthcare,Active,7168.0,324.92,1,99.5
2024-05-30,ACC00020,Mid-Market,Tech,Active,9484.69,264.14,6,66.8
2024-05-30,ACC00021,Enterprise,Retail,Active,14750.83,1279.81,1,65.8
2024-05-30,ACC00022,Enterprise,Healthcare,Active,17176.82,2924.07,5,95.5
2024-05-30,ACC00023,Enterprise,Tech,Active,15112.64,2502.34,4,74.7
2024-05-30,ACC00024,SMB,Retail,Active,1159.43,185.38,3,98.0
2024-05-30,ACC00025,SMB,Healthcare,Active,731.94,132.64,7,61.5
2024-05-30,ACC00026,SMB,Retail,Active,1425.64,187.02,2,78.7
2024-05-30,ACC00027,Mid-Market,Finance,Churned,3090.93,0.0,3,21.4
2024-05-30,ACC00028,SMB,Tech,Active,1258.53,185.49,1,60.6
2024-05-30,ACC00029,SMB,Finance,Active,1368.09,343.19,5,63.4
2024-05-30,ACC00030,Enterprise,Tech,Active,12662.69,504.97,2,60.4
2024-05-30,ACC00031,SMB,Healthcare,Active,1205.86,306.78,3,79.2
2024-05-30,ACC00032,SMB,Tech,Active,808.92,233.6,8,76.9
2024-05-30,ACC00033,SMB,Healthcare,Active,567.21,54.38,3,69.1
2024-05-30,ACC00034,SMB,Healthcare,Active,599.48,51.0,1,80.1
2024-05-30,ACC00035,SMB,Healthcare,Churned,2018.8,0.0,6,23.1
2024-05-30,ACC00036,SMB,Healthcare,Active,994.98,32.33,1,69.3
2024-05-30,ACC00037,SMB,Retail,Active,1360.2,160.88,0,75.3
2024-05-30,ACC00038,Mid-Market,Tech,Active,5650.78,200.36,9,82.7
2024-05-30,ACC00039,SMB,Retail,Active,1723.7,74.87,7,96.9
2024-05-30,ACC00040,Mid-Market,Retail,Active,8045.3,20.66,7,60.5
2024-05-30,ACC00041,Enterprise,Retail,Active,23353.65,6952.96,8,62.3
2024-05-30,ACC00042,Enterprise,Finance,Active,13031.1,2693.51,5,84.2
2024-05-30,ACC00043,Mid-Market,Healthcare,Paused,3359.87,0.0,8,81.2
2024-05-30,ACC00044,SMB,Finance,Active,825.91,90.56,7,67.1
2024-05-30,ACC00045,Enterprise,Finance,Active,10196.86,2394.88,2,97.1
2024-05-30,ACC00046,Mid-Market,Finance,Active,9669.3,2656.49,1,97.6
2024-05-30,ACC00047,SMB,Tech,Active,1454.86,400.3,2,69.0
2024-05-30,ACC00048,Mid-Market,Healthcare,Active,7557.35,1536.88,8,80.9
2024-05-30,ACC00049,Enterprise,Finance,Active,15766.9,1039.09,1,94.0
2024-05-30,ACC00050,SMB,Finance,Active,1202.5,178.33,0,87.3
2024-05-31,ACC00001,SMB,Healthcare,Active,1710.46,207.06,2,94.2
2024-05-31,ACC00002,Enterprise,Finance,Active,15398.76,4457.52,3,67.7
2024-05-31,ACC00003,Mid-Market,Finance,Active,7426.59,29.11,5,70.1
2024-05-31,ACC00004,SMB,Retail,Active,1061.35,83.48,9,88.0
2024-05-31,ACC00005,SMB,Healthcare,Churned,708.99,0.0,2,21.7
2024-05-31,ACC00006,Mid-Market,Finance,Active,6433.02,1235.51,9,85.5
2024-05-31,ACC00007,Mid-Market,Finance,Active,6577.96,1336.27,4,71.0
2024-05-31,ACC00008,Mid-Market,Tech,Active,5451.06,178.21,2,82.6
2024-05-31,ACC00009,Mid-Market,Retail,Active,7443.4,1743.83,7,83.9
2024-05-31,ACC00010,Mid-Market,Tech,Active,6189.19,16.14,0,98.4
2024-05-31,ACC00011,SMB,Retail,Active,2604.88,684.98,5,83.3
2024-05-31,ACC00012,Enterprise,Finance,Active,22272.6,6490.32,6,94.3
2024-05-31,ACC00013,SMB,Tech,Paused,555.48,0.0,5,85.9
2024-05-31,ACC00014,Enterprise,Healthcare,Active,23703.92,5144.24,1,64.0
2024-05-31,ACC00015,Enterprise,Finance,Active,24785.14,4433.97,5,97.9
2024-05-31,ACC00016,SMB,Tech,Active,1046.87,309.13,3,73.1
2024-05-31,ACC00017,SMB,Retail,Active,1391.18,38.81,1,72.9
2024-05-31,ACC00018,SMB,Tech,Paused,2529.05,0.0,4,78.6
2024-05-31,ACC00019,SMB,Tech,Active,2495.58,507.83,0,97.2
2024-05-31,ACC00020,Enterprise,Retail,Active,16562.41,2535.8,1,96.6
2024-05-31,ACC00021,Mid-Market,Healthcare,Active,8439.36,18.03,6,71.6
2024-05-31,ACC00022,Enterprise,Tech,Active,14406.75,2720.68,9,80.9
2024-05-31,ACC00023,Mid-Market,Tech,Active,9548.7,2732.58,1,92.6
2024-05-31,ACC00024,SMB,Tech,Active,1867.69,83.49,1,94.3
2024-05-31,ACC00025,Mid-Market,Finance,Active,8176.91,1279.49,0,98.4
2024-05-31,ACC00026,SMB,Tech,Active,825.12,109.52,3,70.0
2024-05-31,ACC00027,Mid-Market,Retail,Active,6452.96,410.38,7,65.6
2024-05-31,ACC00028,Enterprise,Retail,Active,16202.4,4729.86,6,93.9
2024-05-31,ACC00029,SMB,Finance,Active,880.19,18.64,3,63.1
2024-05-31,ACC00030,Mid-Market,Tech,Churned,3961.99,0.0,3,21.2
2024-05-31,ACC00031,SMB,Tech,Churned,1498.99,0.0,9,45.2
2024-05-31,ACC00032,Mid-Market,Retail,Active,7506.11,2042.8,5,77.2
2024-05-31,ACC00033,SMB,Retail,Active,2471.87,519.57,5,81.7
2024-05-31,ACC00034,SMB,Retail,Active,1719.7,200.94,5,93.4
2024-05-31,ACC00035,Mid-Market,Healthcare,Churned,3893.95,0.0,3,50.6
2024-05-31,ACC00036,Enterprise,Healthcare,Active,12427.65,1191.28,9,96.3
2024-05-31,ACC00037,Mid-Market,Finance,Active,9608.19,941.47,4,82.6
2024-05-31,ACC00038,Enterprise,Healthcare,Active,12968.67,930.51,4,83.2
2024-05-31,ACC00039,Mid-Market,Retail,Active,4137.29,714.19,3,76.8
2024-05-31,ACC00040,SMB,Finance,Active,931.52,26.96,4,80.0
2024-05-31,ACC00041,Mid-Market,Finance,Active,7285.21,610.49,3,66.7
2024-05-31,ACC00042,Mid-Market,Finance,Paused,3753.64,0.0,1,87.3
2024-05-31,ACC00043,SMB,Retail,Active,1398.98,72.05,1,72.3
2024-05-31,ACC00044,SMB,Retail,Active,732.32,163.36,5,77.8
2024-05-31,ACC00045,SMB,Retail,Active,2317.94,143.36,3,82.9
2024-05-31,ACC00046,Mid-Market,Healthcare,Active,7357.45,1199.62,7,92.5
2024-05-31,ACC00047,Enterprise,Tech,Active,16674.92,3810.72,6,81.2
2024-05-31,ACC00048,SMB,Healthcare,Active,737.33,102.95,5,96.7
2024-05-31,ACC00049,SMB,Finance,Active,1984.76,37.43,1,96.2
2024-05-31,ACC00050,SMB,Tech,Active,2443.13,291.77,2,83.0
2024-06-01,ACC00001,SMB,Finance,Active,766.04,189.53,6,81.2
2024-06-01,ACC00002,Mid-Market,Finance,Paused,8179.58,0.0,7,79.0
